seller_id,order_volume_perf,late_rate,severe_late_rate,avg_delay,revenue,avg_review,low_review_rate,review_variance,order_volume_rev,seller_risk_index
2c9e548be18521d1c43cde1c582c6de8,126,0.16666666666666666,0.13218390804597702,-6.298245614035087,13334.77,3.9239766081871346,0.19540229885057472,2.329480564155486,126,0.20575161246508172
8160255418d5aaa7dbdc9f4c64ebda44,385,0.16666666666666666,0.11805555555555555,-6.912941176470588,73668.3,3.8376470588235296,0.19675925925925927,2.1363152053274126,385,0.25865837748033443
e5a3438891c0bfdb9394643f95273d8e,224,0.16470588235294117,0.12549019607843137,-6.149797570850202,14414.97,3.8326693227091635,0.21568627450980393,2.411888446215138,224,0.2327525597816599
002100f778ceb8431b7a1020ff7ab48f,51,0.16363636363636364,0.12727272727272726,-7.407407407407407,2445.64,3.981818181818182,0.14545454545454545,1.9811447811447807,51,0.1623798788458121
6973a06f484aacf400ece213dbf3d946,95,0.1623931623931624,0.1111111111111111,-6.636363636363637,22204.99,3.5,0.27350427350427353,2.6592920353982312,95,0.21177683916456383
1ca7077d890b907f89be8c954a02686a,115,0.16058394160583941,0.0948905109489051,-6.330708661417323,21780.09,2.198529411764706,0.6496350364963503,2.6047385620915042,115,0.3472094781092752
abe42c5d03695b4257b5c6cbf4e6784e,50,0.16,0.16,-8.755102040816327,18158.23,3.9183673469387754,0.18,2.1181972789115635,50,0.16054954666957663
b17b679f4f5ce2e03ce6968c62648246,55,0.15789473684210525,0.12280701754385964,-10.941176470588236,5783.64,3.6140350877192984,0.2631578947368421,2.81265664160401,55,0.17586487969231235
adbc26658d6c7b4b6219f9d934598091,88,0.15217391304347827,0.10869565217391304,-7.630434782608695,15077.58,4.054347826086956,0.17391304347826086,2.1178929765886285,88,0.16847428733579078
891071be6ba827b591264c90c2ae8a63,92,0.15151515151515152,0.09090909090909091,-11.0,6246.24,3.717171717171717,0.2727272727272727,2.6742939600082454,92,0.18475269673179037
f7ba60f8c3f99e7ee4042fdef03b70c4,219,0.15151515151515152,0.10822510822510822,-8.517391304347827,88508.79,4.207792207792208,0.10822510822510822,1.5131564088085832,219,0.19421498366495132
